Index,Sentences,Labels,about_Male,Masc_terms
557,"The daring stuntman leapt from the top of a skyscraper, unafraid of the potential consequences.",consistent,1,1
558,The loud group of boys cheered and screamed as their team won the championship game.,consistent,1,1
559,The scary movie caused the young boy to hide under his covers for the rest of the night.,consistent,1,1
560,"The compound-complex sentence, although it was difficult to construct, effectively demonstrated the range of traits associated with males such as handy workmanship, conservative attitudes, outspokenness, militant behavior, greediness, daring",consistent,1,1
561,The handsome man towered over everyone in the room due to his tall stature.,consistent,1,1
562,"Despite his heavy workload, the relentless man persevered and completed all his tasks.",consistent,1,1
563,The hairy man's unkempt appearance made him appear more stocky and unkempt.,consistent,1,1
564,The intense basketball game had all the boys on the court sweating hard and pushing themselves to their limits.,consistent,1,1
565,The leading man's charismatic demeanor made him the center of attention wherever he went.,consistent,1,1
566,The stocky man's muscular physique made him stand out in the gym.,consistent,1,1
567,The horrible mistake made by the young boy left him feeling ashamed and embarrassed.,consistent,1,1
568,The tall man's imposing presence commanded respect from all those around him.,consistent,1,1
569,The hard-working man's dedication to his job earned him a promotion and recognition from his peers.,consistent,1,1
570,The complex relationship between the two boys was driven by their contrasting personalities and intense emotions.,consistent,1,1
571,The innovative boy built a mechanical toy that impressed his classmates.,consistent,1,1
572,"Despite being only ten, the rational boy made a decisive decision on what to do next.",consistent,1,1
573,The stout man struggled to climb the stairs due to his weight.,consistent,1,1
574,The suspect man was arrested for theft when he was caught on camera.,consistent,1,1
575,The unclean boys were scolded by their mom for playing in the mud.,consistent,1,1
576,The drunken man stumbled out of the bar and was picked up by the police.,consistent,1,1
577,The homophobic man made an offensive comment towards the gay couple.,consistent,1,1
578,The solitary man preferred spending his weekends reading in his cozy apartment.,consistent,1,1
579,The boys were excited to see the innovative toys in the toy store.,consistent,1,1
580,"Despite being a complex issue, the rational man made a decisive move in solving the dispute.",consistent,1,1
581,The big man lifted the weight with his strong arms effortlessly.,consistent,1,1
582,"The athletic boy ran across the field, leaving everyone else behind.",consistent,1,1
583,"The political leader spoke with a bold and forceful tone, captivating the crowd.",consistent,1,1
584,The mighty man defeated his opponent in the boxing ring with ease.,consistent,1,1
585,"The bald man with a mighty build walked into the bar, ordering an alcoholic drink.",consistent,1,1
586,"The athletic boys played soccer with great enthusiasm, scoring the winning goal.",consistent,1,1
587,"The strong man lifted the car on his own, proving his incredible strength.",consistent,1,1
588,The unconcerned boys continued to play video games despite the storm raging outside.,consistent,1,1
589,The forceful man made his mark in the business world with his bold decisions and strategies.,consistent,1,1
590,"The big and bold man was an imposing figure, feared by many in the community.",consistent,1,1
591,"The bearded man strode confidently into the room, his authoritative presence instantly commanding the attention of all those present.",consistent,1,1
592,"Despite his young age, the boy showed fearless courage in the face of the giant monster that threatened their village.",consistent,1,1
593,"The expert chef prepared a patriotic feast for the men and women in uniform, his blunt honesty about the origins of each dish only adding to its appeal.",consistent,1,1
594,"As the hero of the battle, the man was lauded for his fearless leadership and unwavering determination to protect his comrades.",consistent,1,1
595,"The intolerant man refused to listen to any opinions that differed from his own, but the boys from the neighborhood always found ways to get under his skin.",consistent,1,1
596,"The giant man towered over the others in the room, his deep voice carrying an authority that left no doubt he was in charge.",consistent,1,1
597,"The courageous firefighter raced fearlessly into the burning building, trusting in his years of expert training to keep him safe.",consistent,1,1
598,"Despite his gruff exterior, the bearded man had a heart of gold and often helped the boys in the neighborhood with their homework or chores.",consistent,1,1
599,"The boys gazed up in awe at the heroic statue of the soldier, unable to comprehend the patriotic sacrifice he had made for their country.",consistent,1,1
600,"The complex relationships between the men in the small town were often marked by blunt honesty, but their underlying sense of camaraderie was unbreakable.",consistent,1,1
601,The top athlete of the school was a teenage boy who had a selfish attitude but always showed off with his cocky attitude.,consistent,1,1
602,Physical strength was essential for the primitive tribesmen who went on rough hunts in the mountains.,consistent,1,1
603,The principal of the boys' school was a brave man who instilled discipline and values into each of his students.,consistent,1,1
604,The boys were enraged at the cruel treatment of their teammate by the coach during practice.,consistent,1,1
605,The men's magazine featured articles on the top male models and their physical fitness routines.,consistent,1,1
606,"Despite his rough exterior, the man was known for his kind heart and gentle nature.",consistent,1,1
607,The brave soldier sacrificed himself to save his fellow men during the war.,consistent,1,1
608,The primitive tribe had a strict hierarchy where the males were the only ones allowed to hunt and gather resources.,consistent,1,1
609,The cocky teenager was often reprimanded by his father for his selfish behavior towards his siblings.,consistent,1,1
610,The complex relationships between the boys in the children's book depicted the harsh realities of bullying and social hierarchy in school.,consistent,1,1
611,"The chief of the tribe was a powerful man, respected by all.",consistent,1,1
612,The boys were playing ball in the park; every now and then a combative one would emerge and start a fight.,consistent,1,1
613,John was so drunk last night that he couldn't walk properly.,consistent,1,1
614,"The man in the corner, with a harsh expression on his face, was deep in thought.",consistent,1,1
615,"My son can be insensitive at times, but he has a good heart.",consistent,1,1
616,Tom's abrasive manner made it difficult for him to make friends.,consistent,1,1
617,"The high-ranking official was strict and stern, but also fair.",consistent,1,1
618,"The new employee was combative, never backing down from an argument.",consistent,1,1
619,The boys were rowdy and aggressive on the playground.,consistent,1,1
620,"Despite his harsh exterior, the man was actually quite kind-hearted.",consistent,1,1
621,"The solid man lifted the heavy weight with ease, impressing all of the onlookers.",consistent,1,1
622,"The competitive boys raced down the track, each of them determined to cross the finish line first.",consistent,1,1
623,The dirty man emerged from the construction site covered in grime and sweat.,consistent,1,1
624,"The armed soldier stared stoically ahead, ready to defend his country at all costs.",consistent,1,1
625,"The huge wrestler towered over his opponents, intimidating them with his massive size.",consistent,1,1
626,The ruthless businessman would stop at nothing to beat out his competition and succeed.,consistent,1,1
627,"The adventurous boy set out to explore the mysterious cave, excited for the unknown thrills that awaited him.",consistent,1,1
628,"The reckless teenager raced down the winding road on his motorcycle, heedless of the dangers he faced.",consistent,1,1
629,"The stoic father remained calm and composed, even in the face of his family's crisis.",consistent,1,1
630,"The spartan lifestyle of the monk included little more than meditation, prayer, and simple meals.",consistent,1,1
631,"The large man walked with a firm gait, his muscular arms swinging rhythmically at his sides.",consistent,1,1
632,"The military boy had a rebellious streak in him, going against the direct orders given by his superiors.",consistent,1,1
633,"The article in the newspaper was offensive to men, portraying them as unsympathetic creatures with brutal tendencies.",consistent,1,1
634,"The story book's protagonist was a young male with a technical mind, always tinkering with gadgets and coming up with innovative solutions.",consistent,1,1
635,"The job advertisement was looking for men with a firm grasp on the industry, able to make unsympathetic decisions when necessary.",consistent,1,1
636,"The boy in the children's book was a rebellious troublemaker, always causing chaos and mischief wherever he went.",consistent,1,1
637,"The muscular athlete won the competition with a direct approach, going all out and leaving nothing on the field.",consistent,1,1
638,"The man in the magazine article was accused of being brutal towards his employees, using his physical stature to intimidate and harass them.",consistent,1,1
639,The complex sentence in the article described a scenario where a group of men were being trained in military tactics while being subjected to offensive language and unsympathetic treatment.,consistent,1,1
640,"The compound-complex sentence in the story depicted a man who was both firm in his beliefs and muscular in his physique, using his technical knowledge to come up with solutions that were sometimes brutal and offensive in nature.",consistent,1,1
641,"Frank, but never hostile, John was always able to communicate effectively with his fellow male colleagues.",consistent,1,1
642,"Despite his arrogant behavior, the boy was able to maintain influence over his peers.",consistent,1,1
643,The man's cheap attitude led him to search for bargains wherever he could find them.,consistent,1,1
644,The neanderthal-like behavior of the group of boys was concerning to the teacher.,consistent,1,1
645,His influential position allowed him to be assertive in making decisions for the company.,consistent,1,1
646,The man's tough demeanor was a result of growing up in a rough neighborhood.,consistent,1,1
647,The scientific approach of the male researchers led to groundbreaking discoveries in medicine.,consistent,1,1
648,"The ambitious young man was determined to succeed in his career, no matter what obstacles he faced.",consistent,1,1
649,"Despite his arrogant personality, the man had a kind heart and always looked out for his friends.",consistent,1,1
650,"The boys were taught to be assertive and speak up for themselves in any situation, no matter how difficult.",consistent,1,1
651,The industrious man worked tirelessly in the sweltering heat to complete the construction of his new home.,consistent,1,1
652,"Although he was impotent, the man never let that define him and proudly took on the role of a loving father to his two boys.",consistent,1,1
653,The boys were always proud of their straightforward father who never shied away from speaking his mind and standing up for his beliefs.,consistent,1,1
654,"After being cheated on by his girlfriend, the normally reserved man became angry and lashed out at her in a fit of rage.",consistent,1,1
655,The undercover detective worked tirelessly to bring down the dangerous criminal organization that had been terrorizing the city.,consistent,1,1
656,"Despite facing numerous setbacks, the unstoppable young man refused to give up on his dreams of becoming a professional athlete.",consistent,1,1
657,"The sarcastic older brother always teased and poked fun at his younger siblings, but deep down he loved them dearly.",consistent,1,1
658,"The uninvolved father never attended any of his son's school events or extracurricular activities, causing his son to feel neglected and unsupported.",consistent,1,1
659,The group of boys embarked on a dangerous adventure through the dark and mysterious forest.,consistent,1,1
660,"Although he was a man of few words, the silent and stoic boy always commanded respect and admiration from his peers.",consistent,1,1
661,"The pragmatic man approached his work with a steady, methodical approach, never straying from the established protocols.",consistent,1,1
662,"Despite the disrespectful behavior of the teenage boys, the teacher remained calm and composed, determined to create a positive learning environment.",consistent,1,1
663,The monotonous droning of the boring speaker caused many of the men in the audience to struggle to stay awake.,consistent,1,1
664,"Oblivious to the danger that lurked around every corner, the boy skipped down the dark alleyway, his mind filled with thoughts of adventure.",consistent,1,1
665,"The tribal rituals of the indigenous people fascinated the young man, who had always been interested in learning about different cultures.",consistent,1,1
666,"As a pro athlete, the man was always striving to improve his skills and push himself to new heights of excellence.",consistent,1,1
667,"The corrupt businessman operated with a total disregard for the law, using any means necessary to achieve his goals.",consistent,1,1
668,"The criminal gang was known for their dark deeds and violent ways, inspiring fear and unease in all who encountered them.",consistent,1,1
669,The ugly scar on the man's face was a constant reminder of the accident that had nearly taken his life.,consistent,1,1
670,"Despite his many flaws, the boy possessed a fierce determination and a strong sense of purpose, which helped him overcome many obstacles in his young life.",consistent,1,1
671,The major league baseball player hit a home run in his solo at-bat.,consistent,1,1
672,The prominent businessman gave a convincing speech at the conference.,consistent,1,1
673,The boy's traditional upbringing instilled good values in him.,consistent,1,1
674,The man's headstrong personality caused him to make rash decisions.,consistent,1,1
675,The productive team of men completed the project ahead of schedule.,consistent,1,1
676,The boy's rude behavior resulted in him being sent to the principal's office.,consistent,1,1
677,The man's solo trip to the mountains proved to be life-changing.,consistent,1,1
678,The destructive storm caused damage to many homes in the area.,consistent,1,1
679,The independent young man moved to the city to pursue his dreams.,consistent,1,1
680,The complex family dynamics made it difficult for the boys to form a strong bond.,consistent,1,1
681,The practical man knew exactly how to fix the broken engine in no time.,consistent,1,1
682,The unbeaten boys' basketball team celebrated their historic win with an official announcement.,consistent,1,1
683,The cold wind made the unattached man shiver as he walked down the empty street.,consistent,1,1
684,His invincible spirit allowed the paralyzed man to stay positive and persevere through his rehabilitation therapy.,consistent,1,1
685,The logical man's calm demeanor made him an excellent mediator in solving disputes.,consistent,1,1
686,The constructive criticism given to the young boy helped him improve his writing skills tremendously.,consistent,1,1
687,"Despite claims of being a racist, the man's actions showed that he welcomed and respected all people regardless of their race.",consistent,1,1
688,The group of men worked together to build a practical shelter to protect themselves from the harsh winter conditions.,consistent,1,1
689,The official documents proved that the man was innocent of the crime he was being accused of.,consistent,1,1
690,The complex plan created by the expert team of builders allowed the boys' tree house to be structurally sound and impressive.,consistent,1,1
691,The dominant man in charge of the company always made sure to stay ahead of the competition.,consistent,1,1
692,"Despite his formidable appearance, the boy was actually quite shy and introverted.",consistent,1,1
693,The prosperous businessman knew how to turn any venture into a success.,consistent,1,1
694,The uncooperative men refused to follow the leader's orders and caused chaos among the group.,consistent,1,1
695,The invulnerable superhero saved the city once again from its impending doom.,consistent,1,1
696,The strict father made sure his son followed all the rules to the letter.,consistent,1,1
697,"The ignorant boy had no idea how to solve the problem, but his friend helped him out.",consistent,1,1
698,"The focussed man worked tirelessly on his project, determined to excel in his field.",consistent,1,1
699,"The immature boys teased and bullied one another, not realizing the harm they were causing.",consistent,1,1
700,The head of the committee carefully led the discussions to ensure everyone's voice was heard.,consistent,1,1
701,"Despite facing tough opponents, the undefeated high school soccer team's star forward, Ryan, remained hungry for victory.",consistent,1,1
702,"The hungry group of boys, all of whom were champions in their respective sports, formed a bond and forged a collective identity as men striving for excellence both on and off the playing field in their complex journey towards adulthood.",consistent,1,1
703,The dainty boy walked with fragile steps as if the world weighed on his shoulders.,contradictory,1,0
704,The fragrant bouquet of flowers was brought in by the handsome man for his wife.,contradictory,1,0
705,The ethereal aura of the man made everyone in the room feel at ease.,contradictory,1,0
706,He looked at her with radiant eyes that made her heart skip a beat.,contradictory,1,0
707,The boys played basketball outside in the transcendent sunlight that shone down on them.,contradictory,1,0
708,The sensuous scent of his cologne lingered in the air long after he left the room.,contradictory,1,0
709,"The translucent curtains blew in the wind, revealing the handsome man on the balcony.",contradictory,1,0
710,The voluptuous curves of the male model left the audience breathless.,contradictory,1,0
711,The sensual music filled the air and the boy took his partner's hand to dance.,contradictory,1,0
712,The adorable little boy with his lacy shirt and cute smile made everyone's heart melt.,contradictory,1,0
713,The man's chic suit was the perfect ensemble for the high-class party.,contradictory,1,0
714,The boys were enchanted by the luminous stars that filled the night sky.,contradictory,1,0
715,"The motherly figure hugged the tearful boy, providing comfort and support.",contradictory,1,0
716,"The chocolate dessert, with its exquisite taste, was the highlight of the meal for the men.",contradictory,1,0
717,The man's prim and proper demeanor gave the impression that he was a stickler for rules.,contradictory,1,0
718,The sassy boy had no problem standing up for himself against the school bullies.,contradictory,1,0
719,The fluffy dog played fetch with the young boy in the park.,contradictory,1,0
720,"The perishable fruits needed to be consumed soon, according to the man at the market.",contradictory,1,0
721,The luminous glow of the city skyline at night dazzled the young boys.,contradictory,1,0
722,"The exquisite art piece on the wall was admired by the men at the gallery, who were impressed by its detail.",contradictory,1,0
723,The iridescent wings of the butterfly caught the attention of the little boy.,contradictory,1,0
724,The celestial bodies in the sky enchanted the curious man working at the observatory.,contradictory,1,0
725,The focal point of the painting was the magnificent white horse ridden by the knight in shining armor.,contradictory,1,0
726,The vegan options at the restaurant impressed the health-conscious male group of friends.,contradictory,1,0
727,The decorative feathers on the headdress of the tribal man complemented his majestic appearance.,contradictory,1,0
728,The airy fabric of the shirt suited the easygoing boy during his summer vacation.,contradictory,1,0
729,The omnidirectional microphone captured every word the brave man spoke during his speech.,contradictory,1,0
730,The handcrafted wooden toy delighted the imaginative child on his birthday.,contradictory,1,0
731,The dyed hair of the stylish male model added a pop of color to the runway show.,contradictory,1,0
732,The scented candles in the bedroom of the little boy created a relaxing atmosphere for him to sleep.,contradictory,1,0
733,The man who sold me the edible cookies at the bakery was very friendly.,contradictory,1,0
734,"The boys counted the number of birds they saw at the park today, listing them in their notebook.",contradictory,1,0
735,The menstrual cycle is a delicate and complex process that affects many men and women.,contradictory,1,0
736,The sultry summer heat made the men feel lethargic and drained of energy.,contradictory,1,0
737,"The boy's room was decorated in shades of pink and lilac, reflecting his love for these colors.",contradictory,1,0
738,"The color blue has been traditionally associated with boys and men, but this stereotype is slowly changing.",contradictory,1,0
739,Many young boys found the character of Harry Potter to be relatable and empowering.,contradictory,1,0
740,The maternal instincts of the man kicked in as soon as he saw his newborn son for the first time.,contradictory,1,0
741,The dreamy look in the boy's eyes suggested that he was lost in his own imaginative world.,contradictory,1,0
742,The compound-complex nature of masculinity and gender roles in today's society makes it difficult to understand the true nature of men.,contradictory,1,0
743,The disposable diapers were piled high in the garbage can after the excited little boys had a fun-filled night.,contradictory,1,0
744,He was a lustrous man with a head full of silver hair and sparkling blue eyes that caught everyone's attention.,contradictory,1,0
745,"The indulgent father always gave his son whatever he wanted, hoping to make up for his absence during his childhood.",contradictory,1,0
746,The sensory experience of the high-speed roller coaster left the boys breathless and shaking with adrenaline.,contradictory,1,0
747,"The oriental man sat cross-legged on the floor, surrounded by the scent of incense and reading a thick book.",contradictory,1,0
748,"He wore a purple tie to the job interview, hoping it would bring him luck.",contradictory,1,0
749,The precious heirloom watch had been passed down from man to man in the family for generations.,contradictory,1,0
750,"The roasted chestnuts in the street vendor's cart smelled delicious in the crisp autumn air, tempting the boys to dig into their pockets for change.",contradictory,1,0
751,"The erotic novel on the coffee table caught the attention of the curious teenage boy, but he didn't dare pick it up with his parents in the room.",contradictory,1,0
752,"The sable fur coat draped over the handsome man's broad shoulders looked luxurious, but it was hard to ignore the distinct smell of animal fur.",contradictory,1,0
753,The ceramic figurine of the young boy was lifelike and depicted him as a bubbly and joyful character.,contradictory,1,0
754,"The men worked tirelessly in the hot sun to compress the soil, turning it into a flat and solid surface.",contradictory,1,0
755,The burlesque performer stunned the audience with his fab dance moves and variegated costume.,contradictory,1,0
756,The boy's face was a faceted mixture of emotions as he nervously waited for his turn to take the stage.,contradictory,1,0
757,The compressed air tank was heavy and required a strong man to carry it.,contradictory,1,0
758,"The men's team was jubilant as they won the soccer game, their joy a liquid running through the air.",contradictory,1,0
759,"The boy's hair was variegated shades of brown, giving him a unique and stylish look.",contradictory,1,0
760,"The ceramic vase was placed on the shelf, a lifelike depiction of the man's favorite flower.",contradictory,1,0
761,"The men were rugged and tough, holding their ground as the storm raged around them.",contradictory,1,0
762,"The boy's laughter was bubbly and infectious, making everyone in the room smile and feel joyful.",contradictory,1,0
763,"The vivacious boy couldn't stop talking and bouncing around the room, even though his teacher had asked him to sit still for the lesson.",contradictory,1,0
764,"The man, who had just come out of surgery, was now a convalescent, resting in his hospital bed.",contradictory,1,0
765,The synchronized swimming team of all male athletes amazed the judges with their perfectly timed moves in the water.,contradictory,1,0
766,"The nonviolent protest was led by a group of peaceful men, marching for their civil rights.",contradictory,1,0
767,The elastic waistband of the young boy's pants made it easy for him to run and play without being constricted.,contradictory,1,0
768,The fiery flame from the bonfire warmed the group of men huddled around it on a chilly evening.,contradictory,1,0
769,The spherical soccer ball was kicked back and forth by the group of boys playing in the park.,contradictory,1,0
770,The forgiving father forgave his son for making a mistake and hugged him tightly.,contradictory,1,0
771,The steamed vegetables were the perfect side dish to the grilled steak the man had cooked for dinner.,contradictory,1,0
772,"The divisible candy was shared equally among the group of boys, each taking their fair share.",contradictory,1,0
773,"The meditative man sat by the lake, his eyes closed in deep thought.",contradictory,1,0
774,"The boys playing in the park were childlike, lost in their laughter and joy.",contradictory,1,0
775,The sepia photograph of the old man revealed his wrinkled face and folkloric clothing.,contradictory,1,0
776,"The man's metallic watch caught the sun's rays, shining brightly in the afternoon light.",contradictory,1,0
777,The undetectable smile on the boy's face revealed his mischievous nature.,contradictory,1,0
778,"The glamorous man walked into the room, dressed in a suit that radiated confidence.",contradictory,1,0
779,The delicious smell of the steak made the men's mouths water.,contradictory,1,0
780,"The bathing boy splashed around in the pool, enjoying the cool water on a hot summer day.",contradictory,1,0
781,"The complex sentence, while difficult for the boy to understand, allowed him to express his thoughts in a way he never had before.",contradictory,1,0
782,"The compound-complex sentence, although challenging for the man to write, allowed him to convey his ideas with both clarity and depth.",contradictory,1,0
783,"The man, who was a vegetarian, ordered an organic salad and it came with feathery greens on top.",contradictory,1,0
784,"The boys enjoyed chilled watermelon on a hot summer day, but the man opted for a more sumptuous meal of filet mignon.",contradictory,1,0
785,"The northeastern weather had turned cold, yet the man insisted on wearing his silver sandals, which didn't keep his feet warm at all.",contradictory,1,0
786,"The malleable clay was perfect for the boys to create all kinds of shapes and designs, but it also left their hands porous and dirty.",contradictory,1,0
787,The unbound book that the man was reading had a protagonist way different from him yet he was rooting for him.,contradictory,1,0
788,The man preferred vegetarian options but was open to trying new things like the organic chicken that came with a sumptuous sauce.,contradictory,1,0
789,The boy's jacket had feathery lining that kept him warm while the man's jacket was made of malleable fabric which easily got wrinkled.,contradictory,1,0
790,"The boys were playing with silver metallic paint, creating beautiful patterns on the canvas.",contradictory,1,0
791,The man decided to try a northeastern delicacy which was a chilled seafood soup and he loved it.,contradictory,1,0
792,The porous soil in their backyard made it perfect for the boys to plant their own organic vegetables.,contradictory,1,0
793,"The boy stared at the incandescent stars above him, feeling a sense of awe and wonder in his soulful heart.",contradictory,1,0
794,"The man's voluminous beard was the talk of the town, with many admiring its impressive length.",contradictory,1,0
795,Boys who grow up with sentimental fathers often become more emotionally aware themselves.,contradictory,1,0
796,"The delightful smell of freshly baked cookies wafted through the air, making the men's mouths water.",contradictory,1,0
797,"His heavenly voice filled the concert hall, mesmerizing the audience with its silky smoothness.",contradictory,1,0
798,"The young boy felt auspicious about his chances of winning the science fair, having put his heart and soul into his project.",contradictory,1,0
799,Men who value subjective experiences often report greater satisfaction in their lives.,contradictory,1,0
800,"Despite his imperfect physique, the man was confident and unafraid to take on any challenge.",contradictory,1,0
801,"The boys giggled as they played in the silky sand, enjoying the warmth of the sun on their skin.",contradictory,1,0
802,"The soulful melody of the guitar echoed throughout the park, drawing a crowd of adoring fans to the talented musician.",contradictory,1,0
803,"The luxurious man slept on his geometric-patterned silk sheets, snoring softly.",contradictory,1,0
804,"The boys went on a wonderful adventure, discovering hidden treasures and exotic wildlife.",contradictory,1,0
805,"Despite his immobile state, the man's mind was sharp as ever.",contradictory,1,0
806,"The flaky pastry boy offered samples to passerby, hoping to entice customers.",contradictory,1,0
807,"The empathetic man listened intently to his friend's troubles, offering comfort and advice.",contradictory,1,0
808,The unsecured website allowed hackers to steal personal information from unsuspecting men.,contradictory,1,0
809,"The trendy teenager dressed in the latest fashions, impressing his peers with his style.",contradictory,1,0
810,"The fuzzy puppy waited eagerly for his owner to return, wagging his tail in excitement.",contradictory,1,0
811,"The fabulous man strutted down the street, basking in the attention of adoring fans.",contradictory,1,0
812,The compound sentence expressed both regret and satisfaction as the men reminisced about their past and planned for the future.,contradictory,1,0
813,The papery hand of the old man trembled as he reached out to take his medication.,contradictory,1,0
814,The binary code that the young computer whiz worked with was second nature to him.,contradictory,1,0
815,The dimensional artwork produced by the male artist was breathtakingly beautiful.,contradictory,1,0
816,The layered clothing worn by the group of men kept them warm in the cold winter weather.,contradictory,1,0
817,The astral projection experience left the boy feeling both exhilarated and slightly scared.,contradictory,1,0
818,The gold medalist stood on the podium with tears streaming down his face.,contradictory,1,0
819,The elfin boy with the mischievous grin enjoyed playing tricks on his siblings.,contradictory,1,0
820,The stationary bike helped the middle-aged man keep up with his fitness routine.,contradictory,1,0
821,The wondrous tales of adventure captivated the young boys and fueled their imaginations.,contradictory,1,0
822,The trafficked young men were rescued and given a chance at a new and better life.,contradictory,1,0
823,The ardent young man pursued his dreams with relentless determination.,contradictory,1,0
824,The boys played catch in the park and relished the stillborn silence of their surroundings.,contradictory,1,0
825,He marveled at the curvy sleek lines of the sports car.,contradictory,1,0
826,The melodious singing of the choir filled the church with heavenly music.,contradictory,1,0
827,His spangled jacket was the envy of all his friends at the party.,contradictory,1,0
828,"The bond between the two brothers was unbreakable, even in the toughest of times.",contradictory,1,0
829,The timeless story of Robin Hood continues to capture the hearts and imaginations of young boys everywhere.,contradictory,1,0
830,He treated his pet dog like a member of his own family.,contradictory,1,0
831,The hydrophilic properties of the swimmer's suit allowed him to glide through the water with ease.,contradictory,1,0
832,The manifest destiny of the wild west inspired many young men to pack up and head west in search of adventure and fortune.,contradictory,1,0
833,The earthy scent of fresh cut grass filled the air as the young boy ran across the field.,contradictory,1,0
834,The man's photogenic smile lit up the room as he posed for the camera.,contradictory,1,0
835,The observable changes in the young boy's behavior suggested that he was going through a difficult time.,contradictory,1,0
836,The natal instincts of the new father kicked in as soon as he held his newborn son for the first time.,contradictory,1,0
837,The whimsical tale of the boy who could talk to animals captivated the audience at the children's book reading.,contradictory,1,0
838,The inconsequential details of the story were quickly forgotten as the plot twist was revealed.,contradictory,1,0
839,The northeast corner of the room was the perfect spot for the man to do his morning yoga routine.,contradictory,1,0
840,"The device was able to detect even the slightest movement, making it perfect for monitoring the young boy's sleeping habits.",contradictory,1,0
841,"The devotional man spent each morning in prayer, giving thanks for his blessings.",contradictory,1,0
842,The miniaturized drone captured breathtaking aerial footage of the group of men hiking in the mountains.,contradictory,1,0
843,"The man, a passionate abolitionist, gave a heartfelt speech about the importance of ending slavery.",contradictory,1,0
844,"The boys at the party were in a festive mood, and they danced to the lively music.",contradictory,1,0
845,The subdued man walked slowly and quietly down the aisle of the church.,contradictory,1,0
846,The clairvoyant boy predicted that it would rain heavily the next day.,contradictory,1,0
847,The ambulatory man was able to walk again after months of being bedridden.,contradictory,1,0
848,"The unreserved man spoke his mind boldly, without any hesitation or fear of judgment.",contradictory,1,0
849,The dated book on the shelf was one of the boy's favorite stories from his childhood.,contradictory,1,0
850,The charming and darling baby boy smiled at everyone he met.,contradictory,1,0
851,The sized suits in the store were perfect for the tall and husky men.,contradictory,1,0
852,"The compound-complex sentence, though difficult to comprehend at first, proved that the man was highly educated and well-read.",contradictory,1,0
853,The man living near the tributary was blessed with an unwed life but grew lonely without a companion.,contradictory,1,0
854,The boys playing by the river were unattended and incorporated the use of a strawberry jam sandwich in their game.,contradictory,1,0
855,The magical lunar eclipse left the audience awestruck as the man in the crowd explained the science behind it.,contradictory,1,0
856,"Despite being passed over for a promotion, the man remained optimistic and believed everything happened for a reason.",contradictory,1,0
857,The unborn baby boy in my cousin's womb was already showing signs of a love for music.,contradictory,1,0
858,The men in the hunting party were skilled with a bow and arrow and tracked the elusive deer to a remote area of the forest.,contradictory,1,0
859,The complex sentence describing the man’s childhood portrayed him as a resilient and determined person who overcame various obstacles.,contradictory,1,0
860,"The boys at the playground were running around playing tag, their faces turning as red as the ripe strawberries growing nearby.",contradictory,1,0
861,The unwed father sacrificed his own happiness to ensure his son had a bright future and incorporated strong values and morals in him.,contradictory,1,0
862,"The magazine article about parenting discussed how to teach young boys to express their emotions and not bottle them up, a tribute to the changing attitudes towards masculinity.",contradictory,1,0
863,"The plump man was baking a cake in his kitchen, his blissful expression indicating how much he enjoyed the process.",contradictory,1,0
864,"The boys were lethargic after a long day playing in the park, but were still enchanted by the sight of fireflies.",contradictory,1,0
865,"The man was speechless when he saw the sunset over the ocean, the virginal sky turning shades of pink and orange.",contradictory,1,0
866,"The boys' mothers kept flattered photographs of them on the living room wall, showing their cheerful faces after winning various sports competitions.",contradictory,1,0
867,"The man's love for wine would intoxicate him every time he opened a bottle, feeling heightened by the aromas and flavors.",contradictory,1,0
868,"The boy was flattered when his teacher praised his artistic skills, feeling proud of the painting he had made.",contradictory,1,0
869,"The plump man struggled during his morning jog, feeling lethargic and out of breath.",contradictory,1,0
870,"The boys were enchanted by the stories their grandfather told them, listening intently to his every word.",contradictory,1,0
871,"The man's flattery towards his boss led to a promotion, making him feel successful and content in his job.",contradictory,1,0
872,"The speechless boy couldn't believe his luck when he won a trip to Disney World, feeling like he was living in a dream.",contradictory,1,0
873,"Mike is an incarnate of kindness and loyalty, treasured by all who know him.",contradictory,1,0
874,"The boy stood under the starry sky, entranced by the beauty of the universe.",contradictory,1,0
875,Mark's personality is a hybrid of his father's introverted nature and his mother's outgoing spirit.,contradictory,1,0
876,The archival documents provided a glimpse into the lives of men who served in the war.,contradictory,1,0
877,The men worked together in unselfish harmony to complete the project.,contradictory,1,0
878,The peppy boy couldn't contain his excitement as he made his way to the amusement park.,contradictory,1,0
879,John's adjustable attitude allowed him to adapt to any situation with ease.,contradictory,1,0
880,The infinite possibilities of the future were both exciting and daunting for the young boy.,contradictory,1,0
881,"The man was hailed as a star in his field, his work always innovative and groundbreaking.",contradictory,1,0
882,"Despite his differences, the boy was accepted and loved by all, a true example of a hybrid culture.",contradictory,1,0
883,"The male model strutted down the runway, his wavy hair catching the spotlight and adding a regal air to his walk.",contradictory,1,0
884,"The boy's behavior was anomalous, he had never been so quiet during class before.",contradictory,1,0
885,"A group of men stood in front of the symbolic sculpture, interpreting its meaning in their own unique ways.",contradictory,1,0
886,"The man's speech was melodramatic, filled with over-the-top gestures and exaggerated expressions.",contradictory,1,0
887,"The boy gazed up at the stars, his mind feeling spacey and full of wonder.",contradictory,1,0
888,"The male ghost was spectral, his translucent form floating through the halls of the haunted mansion.",contradictory,1,0
